Idx,Token,Lemma,PoS,Dependency,Dependency_head_idx,Dependency_head_text
0,E.T.A.,E.T.A.,PROPN,ROOT,0,E.T.A.
1,Hoffmann,Hoffmann,PROPN,ROOT,1,Hoffmann
2,Seltsame,seltsam,ADJ,nk,3,Leiden
3,Leiden,leiden,NOUN,ROOT,3,Leiden
4,eines,ein,DET,nk,5,Theaterdirektors
5,Theaterdirektors,Theaterdirektor,NOUN,ag,3,Leiden
6,Aus,aus,ADP,mo,9,mitgeteilt
7,mündlicher,mündlich,ADJ,nk,8,Tradition
8,Tradition,Tradition,NOUN,nk,6,Aus
9,mitgeteilt,mitteilen,VERB,ROOT,9,mitgeteilt
10,vom,von,ADP,mo,9,mitgeteilt
11,Verfasser,Verfasser,NOUN,nk,10,vom
12,der,der,DET,nk,13,Phantasiestücke
13,Phantasiestücke,Phantasiestücke,NOUN,ag,11,Verfasser
14,in,in,ADP,mo,9,mitgeteilt
15,Callots,Callot,NOUN,ag,16,Manier
16,Manier,Manier,NOUN,ROOT,16,Manier
17,Vorwort,Vorwort,NOUN,ROOT,17,Vorwort
18,Vor,vor,ADP,mo,22,ging
19,etwa,etwa,ADV,mo,20,zwölf
20,zwölf,zwölf,NUM,nk,21,Jahren
21,Jahren,Jahr,NOUN,nk,18,Vor
22,ging,gehen,VERB,ROOT,22,ging
23,es,es,PRON,ep,22,ging
24,dem,der,DET,nk,25,Herausgeber
25,Herausgeber,Herausgeber,NOUN,da,22,ging
26,dieser,dieser,DET,nk,27,Blätter
27,Blätter,Blatt,NOUN,ag,25,Herausgeber
28,beinahe,beinahe,ADV,mo,29,ebenso
29,ebenso,ebenso,ADV,mo,22,ging
30,wie,wie,ADP,mo,22,ging
31,dem,der,DET,nk,33,Zuschauer
32,bekannten,bekannt,ADJ,nk,33,Zuschauer
33,Zuschauer,Zuschauer,NOUN,ROOT,33,Zuschauer
34,",",--,PUNCT,punct,33,Zuschauer
35,Herrn,Herr,NOUN,app,33,Zuschauer
36,Grünhelm,Grünhelm,PROPN,nk,35,Herrn
37,",",--,PUNCT,punct,33,Zuschauer
38,in,in,ADP,mnr,33,Zuschauer
39,Tiecks,Tieck,PROPN,nk,38,in
40,›verkehrter,›verkehrter,PUNCT,punct,33,Zuschauer
41,Welt‹.,Welt‹.,PROPN,punct,33,Zuschauer
42,Das,der,PRON,ROOT,42,Das
43,düstre,Düstre,PROPN,pnc,44,Verhängnis
