Idx,Token,Lemma,PoS,Dependency,Dependency_head_idx,Dependency_head_text
0,Heinrich,Heinrich,PROPN,pnc,2,Kleist
1,von,von,PROPN,pnc,2,Kleist
2,Kleist,Kleist,PROPN,ROOT,2,Kleist
3,Die,der,DET,nk,4,Verlobung
4,Verlobung,Verlobung,NOUN,ROOT,4,Verlobung
5,in,in,ADP,mnr,4,Verlobung
6,St.,St.,PROPN,pnc,7,Domingo
7,Domingo,Domingo,PROPN,nk,5,in
8,Zu,zu,ADP,ROOT,8,Zu
9,Port,Port,PROPN,pnc,11,Prince
10,au,au,PROPN,pnc,11,Prince
11,Prince,Prince,PROPN,nk,8,Zu
12,",",--,PUNCT,punct,11,Prince
13,auf,auf,ADP,mo,22,lebte
14,dem,der,DET,nk,16,Anteil
15,französischen,französisch,ADJ,nk,16,Anteil
16,Anteil,Anteil,NOUN,nk,13,auf
17,der,der,DET,nk,18,Insel
18,Insel,Insel,NOUN,ag,16,Anteil
19,St.,St.,PROPN,pnc,20,Domingo
20,Domingo,Domingo,PROPN,nk,18,Insel
21,",",--,PUNCT,punct,22,lebte
22,lebte,leben,VERB,rc,11,Prince
23,",",--,PUNCT,punct,11,Prince
24,zu,zu,ADP,ROOT,24,zu
25,Anfange,Anfange,NOUN,nk,24,zu
26,dieses,dieser,DET,nk,27,Jahrhunderts
27,Jahrhunderts,Jahrhundert,NOUN,ag,25,Anfange
28,",",--,PUNCT,punct,25,Anfange
29,als,als,SCONJ,cp,34,ermordeten
30,die,der,DET,nk,31,Schwarzen
31,Schwarzen,schwarze,NOUN,sb,34,ermordeten
32,die,der,DET,nk,33,Weißen
33,Weißen,weiße,NOUN,oa,34,ermordeten
34,ermordeten,ermorden,VERB,mnr,25,Anfange
35,",",--,PUNCT,punct,24,zu
36,auf,auf,ADP,mo,24,zu
37,der,der,DET,nk,38,Pflanzung
38,Pflanzung,Pflanzung,NOUN,ROOT,38,Pflanzung
39,des,der,DET,nk,40,Herrn
40,Herrn,Herr,NOUN,ag,38,Pflanzung
41,Guillaume,Guillaume,NOUN,nk,40,Herrn
42,von,von,ADP,pg,41,Guillaume
43,Villeneuve,Villeneuve,PROPN,nk,42,von
44,",",--,PUNCT,punct,38,Pflanzung
45,ein,ein,DET,nk,47,alter
46,fürchterlicher,fürchterlich,ADJ,mo,47,alter
47,alter,alt,ADJ,app,38,Pflanzung
48,Neger,Neger,NOUN,ROOT,48,Neger
49,",",--,PUNCT,punct,48,Neger
50,namens,namens,ADP,cj,48,Neger
51,Congo,Congo,PROPN,pnc,52,Hoango
52,Hoango,Hoango,PROPN,nk,50,namens
53,.,--,PUNCT,punct,48,Neger
54,Dieser,dieser,DET,sb,60,herstammende
55,von,von,ADP,sbp,60,herstammende
56,der,der,DET,nk,57,Goldküste
57,Goldküste,Goldküste,NOUN,nk,55,von
58,von,von,ADP,pg,57,Goldküste
59,Afrika,Afrika,PROPN,nk,58,von
