Idx,Token,Lemma,PoS,Dependency,Dependency_head_idx,Dependency_head_text
0,Karl,Karl,PROPN,pnc,3,Contessa
1,Wilhelm,Wilhelm,PROPN,pnc,3,Contessa
2,Salice,Salice,PROPN,pnc,3,Contessa
3,Contessa,Contessa,PROPN,ROOT,3,Contessa
4,Haushahn,Haushahn,NOUN,ROOT,4,Haushahn
5,und,und,CCONJ,cd,4,Haushahn
6,Paradiesvogel,Paradiesvogel,PROPN,cj,5,und
7,oder,oder,CCONJ,ROOT,7,oder
8,Die,der,DET,nk,9,Gebirgsreise
9,Gebirgsreise,Gebirgsreise,NOUN,cj,7,oder
10,Ein,ein,DET,nk,11,Märchen
11,Märchen,Märchen,NOUN,ROOT,11,Märchen
12,Erstes,erster,ADJ,nk,13,Kapitel
13,Kapitel,Kapitel,NOUN,ROOT,13,Kapitel
14,»,--,PUNCT,punct,16,glaube
15,Ich,ich,PRON,sb,16,glaube
16,glaube,glauben,VERB,oc,26,rief
17,gar,gar,ADV,mo,16,glaube
18,",",--,PUNCT,punct,16,glaube
19,Karoline,Karolin,NOUN,oa,16,glaube
20,",",--,PUNCT,punct,19,Karoline
21,du,du,PRON,sb,22,schläfst
22,schläfst,schläfen,VERB,rc,19,Karoline
23,ein,ein,ADV,svp,22,schläfst
24,!,--,PUNCT,punct,16,glaube
25,«,--,PUNCT,punct,26,rief
26,rief,rufen,VERB,ROOT,26,rief
27,der,der,DET,nk,28,Professor
28,Professor,Professor,NOUN,sb,26,rief
29,.,--,PUNCT,punct,26,rief
30,»,--,PUNCT,punct,35,gähnte
31,Ach,ach,INTJ,vo,35,gähnte
32,nein,nein,PART,svp,31,Ach
33,«,--,PUNCT,punct,31,Ach
34,",",--,PUNCT,punct,35,gähnte
35,gähnte,gähnen,VERB,ROOT,35,gähnte
36,seine,sein,DET,nk,37,Frau
37,Frau,Frau,NOUN,sb,35,gähnte
38,",",--,PUNCT,punct,35,gähnte
39,»,--,PUNCT,punct,41,mache
40,ich,ich,PRON,sb,41,mache
41,mache,machen,VERB,oc,35,gähnte
42,nur,nur,ADV,mo,41,mache
43,die,der,DET,nk,44,Augen
44,Augen,Auge,NOUN,oa,41,mache
45,zu,zu,ADP,svp,41,mache
46,",",--,PUNCT,punct,35,gähnte
47,hört,hören,VERB,cj,35,gähnte
48,sich,sich,PRON,oa,47,hört
49,so,so,ADV,mo,47,hört
50,besser,gut,ADV,ROOT,50,besser
51,.,--,PUNCT,punct,50,besser
52,Immer,immer,ADV,mo,53,weiter
53,weiter,weiter,ADV,ROOT,53,weiter
54,!,--,PUNCT,punct,53,weiter
55,Es,es,PRON,sb,56,klingt
56,klingt,klingen,VERB,ROOT,56,klingt
57,recht,recht,ADV,mo,58,schön
58,schön,schön,ADV,mo,56,klingt
59,.,--,PUNCT,punct,56,klingt
60,«,--,PUNCT,ROOT,60,«
61,Der,der,DET,nk,62,Professor
62,Professor,Professor,NOUN,sb,63,las
63,las,lesen,VERB,ROOT,63,las
64,weiter,weiter,ADV,mo,63,las
65,:,--,PUNCT,punct,63,las
66,»,--,PUNCT,punct,68,hatte
67,Da,da,ADV,mo,73,geschieden
68,hatte,haben,AUX,ROOT,68,hatte
69,der,der,DET,nk,70,Verstand
70,Verstand,Verstand,NOUN,sb,68,hatte
71,noch,noch,ADV,mo,72,nicht
72,nicht,nicht,PART,ng,73,geschieden
73,geschieden,scheiden,VERB,oc,68,hatte
74,",",--,PUNCT,punct,68,hatte
75,was,was,PRON,sb,81,stammt
76,ewig,ewig,ADV,mo,81,stammt
77,eins,einer,PRON,oa,81,stammt
78,aus,aus,ADP,op,81,stammt
79,einem,ein,DET,nk,80,Urquell
80,Urquell,Urquell,NOUN,nk,78,aus
81,stammt,stammen,VERB,ROOT,81,stammt
82,;,--,PUNCT,punct,81,stammt
83,da,da,ADV,mo,84,war
84,war,sein,AUX,ROOT,84,war
85,noch,noch,ADV,mo,86,zwischen
86,zwischen,zwischen,ADP,mo,84,war
87,Kopf,Kopf,NOUN,nk,86,zwischen
88,und,und,CCONJ,cd,87,Kopf
89,Herzen,Herz,NOUN,cj,88,und
90,Frieden,Frieden,NOUN,sb,84,war
91,",",--,PUNCT,punct,84,war
92,kein,kein,DET,nk,93,Trieb
93,Trieb,Trieb,NOUN,sb,99,verdammt
94,der,der,DET,nk,95,Brust
95,Brust,Brust,NOUN,ag,93,Trieb
96,vor,vor,ADP,mnr,93,Trieb
97,dem,der,DET,nk,98,Gesetz
98,Gesetz,Gesetz,NOUN,nk,96,vor
