Idx,Token,Lemma,PoS,Dependency,Dependency_head_idx,Dependency_head_text
0,Achim,Achim,PROPN,ROOT,0,Achim
1,von,von,ADP,pg,0,Achim
2,Arnim,Arnim,PROPN,nk,1,von
3,Die,der,DET,nk,4,Kronenwächter
4,Kronenwächter,Kronenwächter,NOUN,ROOT,4,Kronenwächter
5,Berthold's,Berthold's,PROPN,pnc,9,Leben
6,erstes,erster,ADJ,nk,9,Leben
7,und,und,CCONJ,cd,6,erstes
8,zweites,zweiter,ADJ,cj,7,und
9,Leben,Leben,NOUN,ROOT,9,Leben
10,Haupttitel,Haupttitel,NOUN,ROOT,10,Haupttitel
11,des,der,DET,nk,12,Erstdrucks
12,Erstdrucks,Erstdruck,NOUN,ag,10,Haupttitel
13,von,von,ADP,mnr,12,Erstdrucks
14,1817,1817,NUM,nk,13,von
15,Einleitung,Einleitung,NOUN,ROOT,15,Einleitung
16,Dichtung,Dichtung,NOUN,ROOT,16,Dichtung
17,und,und,CCONJ,cd,16,Dichtung
18,Geschichte,Geschichte,NOUN,cj,17,und
19,Wieder,wieder,ADV,mo,21,Tag
20,ein,ein,DET,nk,21,Tag
21,Tag,Tag,NOUN,ROOT,21,Tag
22,vorüber,vorüber,ADP,mnr,21,Tag
23,in,in,ADP,mnr,21,Tag
24,der,der,DET,nk,25,Einsamkeit
25,Einsamkeit,Einsamkeit,NOUN,nk,23,in
26,der,der,DET,nk,27,Dichtung
27,Dichtung,Dichtung,NOUN,ag,25,Einsamkeit
28,!,--,PUNCT,punct,21,Tag
29,Die,der,DET,nk,30,Glocke
30,Glocke,Glocke,NOUN,sb,31,läutet
31,läutet,läuten,VERB,ROOT,31,läutet
32,Feierabend,Feierabend,ADV,ROOT,32,Feierabend
33,",",--,PUNCT,punct,32,Feierabend
34,und,und,CCONJ,cd,32,Feierabend
35,die,der,DET,nk,36,Pflüger
36,Pflüger,Pflüger,NOUN,sb,37,ziehen
37,ziehen,ziehen,VERB,cj,34,und
38,heim,Heim,NOUN,oa,37,ziehen
39,mit,mit,ADP,mnr,38,heim
40,dem,der,DET,nk,41,Gespann
41,Gespann,Gespann,NOUN,nk,39,mit
42,",",--,PUNCT,punct,43,führen
43,führen,führen,VERB,oc,37,ziehen
44,und,und,CCONJ,cd,43,führen
45,tragen,tragen,VERB,cj,44,und
46,behaglich,behaglich,ADV,mo,48,Kinder
47,die,der,DET,nk,48,Kinder
48,Kinder,Kind,NOUN,ROOT,48,Kinder
49,",",--,PUNCT,punct,48,Kinder
50,die,der,PRON,sb,53,gegangen
51,ihnen,ihnen,PRON,da,53,gegangen
52,entgegen,entgegen,ADP,mo,53,gegangen
53,gegangen,gehen,VERB,rc,48,Kinder
